name,ascencion_document_number,ascencion_document_date,ascencion_year,photo_url,birth_date,birth_place,death_date,death_place,burial_place,description
Cut  Meutia ,No Sk 107  Tahun  1964,02 Mei 1964,1964,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/22.jpg,1870,"Keureutoe, Pirak, Aceh Utara, NAD (Aceh), Indonesia.",24 Oktober 1910,"Alue Kurieng, NAD (Aceh), Indonesia.","Pira Timur, Aceh Utara","Pemimpin Gerilya Aceh yang berperang melawan Pasukan Kolonial Belanda. Gugur pada pertempuran di Alue Kurieng tanggal 24 Oktober 1910.Cut Meutia sejak kecil diajarkan agama islam oleh kedua orang tuanya. Ia diajarkan bagaimana menghidupkan amar ma’ruf nahi munkar.Pada Agustus 1902, pasukan Teuku Chik Tunong dan Cut Meutia mencegat pasukan Belanda yang berpatroli di daerah Simpang Ulim Blang Nie. Dalam penyerangan ini, pasukan Belanda lumpuh total dan para pasukan Chik Tunong dan Cut Meutia berhasil merebut 42 pucuk senapan. Dalam pertempuran tersebut suami Cut Meutia Chik Tunong gugur. Ia kemudian melanjutkan perjuangan bersama Pang Nanggroe. Namun, Pang Nanggroe pun gugur dalam perjuangannya. Gugurnya pemimpin pasukan tidak memadamkan semangatkan Cut Meutia bersama kaum muslimin lainnya ia terus melakukan perlawanan terhadap Belanda,Cut Meutia mengambil posisi paling depan, pertarungan yang tidak seimbang dari segi jumlah dan persenjataan akhirnya membuat Cut Meutia  terbunuh,setelah tiga tembakan peluru menerjangnya. Cut Nyak Meutia gugur sebagai pejuang bangsa dan agama."
R.A. Kartini ,No Sk 108  Tahun  1964,02 Mei 1964,1964,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/23.jpg,21 April 1879,"Jepara, Jawa Tengah",17 September 1904,"Rembang, Jawa Tengah","Bulu, Rembang","Raden Ajeng Kartini merupakan seorang pelopor kebangkitan perempuan pribumi. Melalui surat-surat yang ia kirimkan kepada temannya seorang Belanda Stella Zeehandelar. Dirinya aktif menceritakan bagaimana terbelakangnya perempuan-perempuan Jawa.Kartini ingin mengangkat derajat kaum wanita melalui pendidikan, agar mereka memperoleh hak yang sama dan kecakapan yang sama sepertikaum laki-laki. Karena itulah Kartini dianggap sebagai pelopor emansipasi wanita.Kartini menganggap bahwa Tuhan menciptakan laki-laki dan wanita sebagai makhluk yang sama, hanya bentuknya yang berbeda. Karena itu kedudukan mereka tidak boleh dibeda-bedakan. Kartini yakin bahwa wanita memegang peranan penting dalam kehidupan suatu bangsa seperti ditulisnya dalam salah satu suratnya.Semasa menjalani pingitan ia aktif membaca buku-buku. Salah satu buku yang semakin membuka matanya ialah buku Minnebrieven, karangan Multatuli. Ia juga membaca buku-buku Ny. C. Goekoop yang menguraikan perjuangan Hylda van Suylenderb membela hak-hak wanita di Negeri Belanda.Kartini mendirikan sekolah bagi gadis-gadis di Jepara. Muridnya hanya sebanyak sembilan orang, terdiri atas kerabat atau teman-temannya. Pelajaran yang diberikan meliputi menjahit, memasak, meyulam, dan bahasa Jawa."
Dr. Ciptomangunkusumo ,No Sk 109  Tahun  1964,02 Mei 1964,1964,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/24.jpg,1886,"Pecangakan, Ambarawa, Semarang",8 Maret 1943,"Jakarta,Indonesia","Ambarawa, Semarang","Cipto Mangunkusumo adalah seorang dokter, wartawan sekaligus pejuang  pergerakan nasional kemerdekaan Indonesia. Bersama dengan Ernest Douwes Dekker da Ki Hadjar Dewantara ia dikenal sebagai “Tiga Serangkai”.Ia banyak menyebarkan semangat nasionalisme kebangsaan Indonesia pada generasi muda pergerakan nasional Indonesia ketika itu.Cipto Mangunkusumo aktif memberikan pengobatan kepada rakyat kecil sehingga ia dijuluki sebagai Dokter Jawa yang berbudi.Disamping bekerja sebagai dokter, ia banyak menulis di surat kabar Belanda de Locomotief, terbitan Semarang.   Tulisannya   mengeritik dan menyerang pemerintah tentang cara memerintah yang feodalistik hingga rakyat makin melarat dan bodoh.Bersama dengan dr Soetomo mereka mendirikan organisasi Boedi Oetomo yang bergerak dibidang pengumpulan beasiswa.Dalam Kongres Boedi Oetomo yang diselenggarakan pada 3 dan 4 Oktober 1908 di Yogyakarta, Cipto Mangunkusumo mengusulkan agar Boedi Oetomo dijadikan sebagai organisasi politikPada tahun 1913 Ia menulis harian De Express, 26 Agustus 1913 yang berjudul ”Kracht of Vrees” (Kekuatan atau Ketakutan). Akibat tulisannya tersebut ia diasingkan oleh Pemerintah Hindia-Belanda."
H. Fakhrudin ,No Sk 162  Tahun  1964,26  Juni  1964,1964,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/25.jpg,1890,"Yogyakarta, Indonesia",28 Februari 1929,"Yogyakarta, Indonesia","Kuncen, Wirobraja, Yogyakara","Pejuang Pergerakan Kemerdekaan Indonesia. Seorang Tokoh Muhammadiyah yang serba bisa. Perunding dalam Negosiasi untuk Perlindungan Jamaah Haji dari Nusantara (Indonesia, 1921- 1929).Membina kepanduan ”Hizbul Wathan” dan pernah pula memimpin PKU (Penolong Kesengsaraan Umat).Fahruddin dikenal pula sebagai pendiri percetakan Muhammadiyah. Untuk keperluan itu, mengumpulkan dana berupa saham seharga 25 gulden selembar. Dengan modal itu berhasil membeli alat-alat percetakan. Sampai sekarang percetakan itu masih ada dengan nama ”Percetakan Muhammadiyah”.Pada 1918 sampai dengan 1920 memimpin majalah ”Sri Diponegoro”. Surat kabar ini diberinya dasar yang dicantumkannya dibawah nama surat kabar itu, yaitu ”Pembela Bangsa” dengan lambangnya berupa gambar seorang Indonesia berkelahi dengan harimau.Fahruddin banyak pula menulis buku, antara lain ”Pan Islamisme, Kepentingan Pengajaran Agama Islam”, dan sebagainya. Bukunya yang mendapat perhatian besar ialah ”Kawan dan Lawan”.Atas usul Fahruddin, Muhammadiyah mendirikan ”Badan Penolong Haji” yang dalam perkembangan pada waktu kemudian berubah menjadi ”Panitia Perbaikan Perjalanan Haji”."
KH. Mas Mansyur ,No Sk 162  Tahun  1964,26  Juni  1964,1964,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/26.jpg,25 Juni 1896,"Surabaya, Jawa Timur",25 April 1946,"Kalisosok,Surabaya, Jawa Timur","Ampel, Surabaya","Pejuang Kemerdekaan Indonesia. Tokoh Pembaharu Islam. Terkenal sebagai Empat Serangkai (Soekarno, M. Hatta, Ki Hadjar Dewantara, dan Mas Mansur).K.H. Mas Mansur adalah putera Kyai Mas Ahmad dari keluarga pesantren Sidoresno, Surabaya. Selepas belajar di Al-Azhar Mesir dan melanjutkan studi di Makkah selama setahun, Mas Mansur pulang ke tanah air pada tahun 1915.Di tanah air ia disibukkan dengan berbagai kegaitan, dalam pergerakan agama, bahkan politik pula. Sebagai ulama, ia dikenal sebagai ahli ilmu tasawuf, tauhid, kalam, falsafah, dan mantiq.Pada 1921 K.H. Mas Mansur menjadi anggota Muhammadiyah. Kemudian ia mendirikan Muhammadiyah cabang Surabaya, menjadi konsul Muhammadiyah untuk Jawa Timur, dan terpilih menjadi Ketua Pimpinan Pusat. Ia juga mejadi pemimpin Muhammadiyah sejak tahun 1937 hingga 1943.K.H. Mansur juga mendirikan Majelsi Islam Ala Indonesia (MIAI) pada tahun 1937. Kemudian menjadi anggota Partai Islam Indonesia (PARIII) tahun 1938. Pada 1941 ia menjadi ketua Majelis Rakyat Indonesia (MRI).Selama berjuang dan memimpin perjuangan umat Islam, K.H Mansur benyak menyumbangkan pemikirannya melalui tulisan dan pidato."
Alimin ,No Sk 163  Tahun  1964,26  Juni  1964,1964,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/27.jpg,1889,"Solo, Jawa Tengah, Indonesia",24 Juni 1964,"Jakarta,Indonesia",TMPN Utama  Kalibata,"Alimin merupakan tokoh pergerakan kemerdekaan Indonesia serta tokoh komunis Indonesia.Sejak remaja Alimin aktif dalam pergerakan nasional. Ia pernah menjadi anggota Budi Utomo, Sarekat Islam, Insulinde. Sebelum bergabung dengan Partai Komunis Indonesia (PKI), ia juga salah seorang pendiri Sarekat Buruh Pelabuhan yang dahulunya disebut Sarekat Pegawai Pelabuhan dan Lautan.Alimin diberi penghargaan oleh negara mengingat jasa-jasanya sebagai pemimpin pergerakan nasional dimasa lalu guna mencapai kemerdekaan nusa dan bangsa."
Dr. Muwardi ,No Sk 190  Tahun  1964,04 Agustus 1964,1964,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/28.jpg,1907,"Pati, Jawa Tengah",13 Oktober 1948,"Surakarta(Solo), Jawa Tengah",Tidak Diketahui,"Pejuang   Kemerdekaan    Indonesia. Komisaris Besar Kepanduan Bangsa Indonesia. Pemimpin Redaksi Majalah Jong- Java. Ketua Jong-Java Cabang Jakarta.  Turut mengikrarkan Sumpah Pemuda 28 Oktober 1928. Menangani Keamanan saat Proklamasi Kemerdekaan.Muwardi menamatkan sekolahnya di STOVIA, saat disini juga ia menunjukan perhatian yang besar kepada pergerakan pemuda. Ia adalah anggota Jong Jawa, dan kemudian menjadi ketua Pandu Kebangsaan, dan menjadi anggota Kwartir Besar KBI. Ia juga aktif dalam kepengurusan ISI dan ia tejun dalam politik dengan masuk Parindra (Partai Indonesia Raya).Ia juga menjadi asisten professor di sekolah tinggi kedokteran GHS dan menjadi spesialis THT dan membuka praktik di Jakarta.Muwardi diangkat sebagai ketua Barisan Pelopor Kotapraja Jakarta. Ia memberikan hidupnnya untuk perjuangan, ia memimpin Barisan Pelopor, menentukan siasat, terjun ke gelanggang perjuangan fisik, ia juga memimpin Barisan Benteng. Mawardi juga ikut aktif dalam pimpinan GRR (Gerakan Revolusi Rakyat).Mawardi menjadi korban pembenrontakan PKI di Madiun, ia diculik dan pencarian kebaradaan makam dr. Mawardi tidak menemukan titik terang hingga kini."
KH. Abdul Wahid Hasjim ,No Sk 206  Tahun  1964,24  Agustus  1964,1964,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/29.jpg,1 Juni 1914,"Tebu Ireng, Jombang, JawaTimur",19 April 1953,"Cimahi, JawaBarat","Tebu Ireng, Jombang","Menjadi Menteri Republik Indonesia hingga 5 kali, yaitu: 1) Menteri  Negara  dalam  Kabinet Presidentil;  pertama (1945). 2) Menteri Negara Kabinet Syahril (1946-1947); 3) Menteri Agama Kabinet RIS (1949-1950); 4) Menteri  Agama  Kabinet  Natsir (1950-1951); 5) Menteri   Agama   Kabinet   Sukiman   (1951- 1952).Pernah memimpin MIAI (Majelis Islam A’la Indonesia Dewan Tertinggi Islam di Indonesia) yang kemudian berubah menjadi Masyumi pada masa pendudukan Jepang. Kedudukan inilah yang mengantarnya menjadi anggota Cuo Sangi In, Dokuritsu Jumbi Cosakai (Badan Penyelidik Usaha Persiapan Kemerdekaan/ BPUPK), Dokuritsu Jumbi Iin Kai (Panitia Persiapan Kemerdekaan Indonesia/ PPKI)Salah seorang  yang menandatangani Piagam Jakarta yang intinya menjadi Pembukaan Undang-Undang Dasar 1945.K.H. Abdul Wahid Hasyim bersama K.H. Zainul Arifin mendirikan Hizbullah. Hizbullah menjadi salah satu cikal bakal  TRI (Tentara Rakyat Indonesia) yang kemudian menjadi TNI, hal ini membawanya  menjadi penasehat politik Panglima Besar Sudirman.Selama menjadi menteri Agama  telah merintis hubungan yang sehat dan saling menghormati antara pemeluk agama-agama besar di Indonesia."
Sri Susuhunan Pakubuwono VI ,No Sk 294  Tahun  1964,17  November  1964,1964,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/30.jpg,26 April 1807,"Surakarta, Jawa Tengah",2 Juni 1849,"Ambon,Maluku, Indonesia","Imogiri, Bantul","Raja Kasunanan Surakarta yang memerintah tahun  1823  1830. Merupakan Pendukung Perjuangan Pangeran Diponegoro melawan Pasukan Kolonial BelandaSri Susuhunan Pakubuwono VI lahir dengan nama asli Raden Mas Sapardan di Surakarta pada tanggal 26 April 1807. Dia merupakan keturunan dari Sri Susuhan Pakubuwana V dengan istrinya Raden Ayu Sosrokusumo yang memiliki darah keturunan dari Ki Juru Martani.Pakubuwana VI naik tahta tanggal 15 September 1823, selang sepuluh hari setelah kematian ayahnya."
KH. Hasjim Asjarie ,No Sk 294  Tahun  1964,17  November  1964,1964,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/31.jpg,10 April 1875,"Desa Gedang,Kecamatan Diwek, Kabupaten Jombang, Jawa Timur",7 September 1947,"Jombang, Jawa Timur","Tebu Ireng, Jombang","Pada tahun 1899, sepulangnya dari Mekah, KH Hasyim Asyari mendirikan Pesantren Tebu Ireng, yang kemudian menjadi pesantren terbesar dan terpenting di Jawa pada abad 20.Mendirikan NU (Nahdatul Ulama) sebagai wadah bagi umat Islam. Melakukan pembaharuan dalam sistem pesantren.Ikut membantu dan membawa NU ke dalam  pergerakan nasional menghadapi tindakan-tindakan keras pemerintah kolonial. Merupakan seorang tokoh yang menggagas pendirian Tentara Sukarela Muslimin di Jawa ""Hizbullah"", yang kelak dalam perjuangan mempertahankan kemerdekaan Indonesia memberikan sumbangsih yang besar.Ikut andil dalam mempertahankan kemerdekaan Indonesia dengan menjadikan pesantren Tebuireng menjadi markas para pejuang Islam."
Gubernur Surjo ,No Sk 294  Tahun  1964,17  November  1964,1964,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/32.jpg,9 Juli 1896,"Magetan, Jawa Timur",10 September 1948,"Bago,Kedunggalar, Ngawi, Jawa Timur","Jl. Salak, Magetan","Gubernur Jawa Timur Pertama. Bupati Magetan. Residen Bojonegoro. Anggota Dewan Pertimbangan Agung RI (DPA). Dengan Tegas Menolak Ultimatum Inggris dan memerintahkan rakyat Surabaya (Jawa Timur) berperang melawan Inggris yang diboncengi Belanda, dan terkenal sebagai Pertempuran 10 November 1945, selanjutnya diperingati sebagai Hari Pahlawan  RI.Dalam pidatonya di radio, Gubernur Suryo memberikan pesan: “Berulang-ulang telah kita katakan, bahwa sikap kita ialah lebih baik hancur daripada dijajah kembali. Juga sekarang dalam menghadapi ultimatum pihak Inggris, kita akan memegang teguh sikap ini. Kita tetap menolak ultimatum. Dalam menghadapi segala kemungkinan besok pagi, mari kita semua memelihara persatuan yang bulat antara Pemerintah, rakyat, TKR, Polisi dan semua badan-badan perjuangan pemuda dan rakyat kita. Mari kita sekarang memohon kepada Tuhan Yang Maha Kuasa, semoga kita sekalian mendapat kekuatan lahir dan batin serta rahmat dan tauhid hidayah perjuangan. Selamat berjuang“.Pada Juni 1947 Ia diangkat menjadi Wakil Ketua Dewan Pertimbangan Agung berkedudukan di Yogyakarta."
Jenderal  Sudirman ,No Sk 314  Tahun  1964,10  November  1964,1964,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/33.jpg,24 Januari 1916,"Purbalingga, Jawa Tengah",29 Januari 1950,"Magelang, Jawa Tengah","Kusuma Negara, Yogyakarta","Pejuang Kemerdekaan Indonesia. Seorang Guru, Panglima Besar Tentara Nasional Indonesia pertama (TKR, Tentara Keamanan Rakyat),Setelah Indonesia memproklamirkan kemerdekaannya pada tanggal 17 Agustus 1945, Soedirman pergi ke Jakarta untuk bertemu dengan Presiden Soekarno. Ia ditugaskan untuk mengawasi proses penyerahan diri tentara Jepang di Banyumas, yang dilakukannya setelah mendirikan divisi lokal Badan Keamanan Rakyat.Pada tanggal 12 November 1945, dalam sebuah pemilihan untuk menentukan panglima besar TKR di Yogyakarta, Soedirman terpilih menjadi panglima besarPada 15 Desember 1945 Soedirman memimpin pertempuran Ambarawa, yang membuat Sekutu mundur dari Ambarawa ke Semarang. Dengan prestasinya itu Soedirman menjadi Panglima Besar TKR dengan pangkat Jenderal.Pada tanggal 19 Desember 1948, beberapa hari setelah Soedirman keluar dari rumah sakit, Belanda melancarkan Agresi Militer II untuk menduduki Yogyakarta. Pada saat pemimpin-pemimpin politik berlindung di kraton sultan, Soedirman, beserta sekelompok kecil tentara dan dokter pribadinya, melakukan perjalanan ke arah selatan dan memulai perlawanan gerilya selama tujuh bulan."
Jenderal Urip Sumohardjo ,No Sk 314  Tahun  1964,10  November  1964,1964,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/34.jpg,22 Februari 1893,"Purworejo, Jawa Tengah,Indonesia",17 November 1948,"Yoyakarta, Indonesia","Kusuma Negara, Yogyakarta","Pejuang Kemerdekaan Indonesia. Pemimpin Tentara Keamanan Rakyat RI yang Pertama (sebelum Sudirman). Membentuk Angkatan Perang Nasional Indonesia yang pertama. Penasehat Wakil Presiden (merangkap Menteri Pertahanan).Urip Sumoharjo berasal dari keluarga santri yang berpendidikan dan juga keturunan seorang bangsawan. Keluarganya menginginkan Urip menjadi priyayi atau bupati, namun Urip memilih masuk tantara. Tahun 1913 ia lulus dalam predikat “taruna teladan: Dengan pangkat Dua KNIL ia memulai masa dinasnya di militer. Mulai ddari Kalimantan hingga Cimahi, dan kemudian ke Purworejo. Urip merupakan tantara KNIL yang tidak menyetujui semua tindakan pemerinta jajahan termasuk dikriminasi.Sebagai prajurit profesional dan berpengalaman, ia menyadari betapa pentingnya tantara bagi sebuah negara. Apalagi bagi RI yang baru berdiri dan sedang menghadapi ancaman militer dari kekuatan asing.Urip menjadi peletak dasar-dasar berkembangnya TKR (Tentara Keamanan Rakyat) yang menjadi ABRI (Angkatan Bersenjata Republik Indonesia).Urip Sumoharjo diangkat menjadi jenderal anumerta dan dianugerahi Bintang Sakti, Bintang Mahaputera, dan Bintang Republik Indonesia."
"Prof. DR. Supomo, SH ",No Sk 123  Tahun  1965,14  M e i  1965,1965,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/35.jpg,22 Januari 1903,"Sukoharjo, Jawa Tengah",12 September 1958,"Jakarta, Indonesia","Lawean, Surakarta","Soepomo dikenal sebagai arsitek Undang-undang Dasar 1945, bersama dengan Muhammad Yamin dan SoekarnoPada tahun 1924 dan 1927 Soepomo mendapat kesempatan melanjutkan pendidikannya ke Rijksuniversiteit Leiden di Belanda di bawah bimbingan Cornelis van Vollenhoven, profesor hukum yang dikenal sebagai ""arsitek"" ilmu hukum adat Indonesia dan ahli hukum internasional, salah satu konseptor Liga Bangsa BangsaDi tahun 1927, Soepomo resmi menyandang gelar Doktor dengan disertasinya yang berjudul Reorganisatie van het Agrarisch Stelsel in het Gewest Soerakarta (Reorganisasi sistem agraria di wilayah Surakarta). Dalam disertasi tersebut, Soepomo mengupas sistem agraria tradisional di Surakarta dan menganalisis hukum-hukum kolonial yang berkaitan dengan pertanahan di wilayah Surakarta secara tajam, namun dengan bahasa yang halus dan tidak langsung"
"DR. Kusumaatmadja, SH ",No Sk 124  Tahun  1965,14  M e i  1965,1965,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/36.jpg,8 September 1898,"Purwakarta, JawaBarat",11 Agustus 1952,"Jakarta,Indonesia","Tanah Kusir, Jakarta","Ketua Mahkamah Agung Pertama. Anggota Badan Penyelidik Usaha Persiapan Kemerdekaan Indonesia (BPUPKI).Kusumah Atmaja merupakan lulusan Sekolah Tinggi Kehakiman (Rechtschool) pada tahun 1913. Ia sempat bekerja sebagai pegawai pembantu pengadilan di Bogor, dan meraih gelar doktor pada tahun 1922 setelah mendapat beasiswa ke Universitas Leiden,Belanda.Kusumah menjalani profesi sebagai penegak hukum di berbagai kantor pengadilan Kolonial Hindia Belanda, tahun 1924 ia diangkat menjadi Ketua Pengadilan Negeri di Indramyu dan Majalengka.Pada tahun 1931 ia dipindahkan ke Jakarta dan menjadi Ketua Pengadilan Negeri di Jakarta dan Tangerang.Pada tahun 1942, ia diangkat menjadi Ketua Tihoo Hooin (Pengadilan Negeri) di Semarang, sekaligus Kooto Hooin (Pengadilan Tinggi). Menjelang akhir pendudukan Jepang, ia dipindahkan ke Jakarta sebagai Wakil Ketua Kooto Hooin Jakarta dan juga mengajar di Kenchoku Gakuin.19 Agustus 1945, Kusumah ditugaskan untuk membentuk Mahkamah Agung dan sekaligus diangkat menjadi Ketua Mahkamah Agung RI yang pertama."
Jenderal TNI Anm. A. Yani ,No Sk 111 / Koti / 1965,05   Oktober  1965,1965,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/37.jpg,19 Juni 1922,"Purworejo, Jawa Tengah",1 Oktober 1965,"LubangBuaya, Jakarta",TMPN Utama  Kalibata,"Ahmad Yani merupakan pahlawan Indonesia yang memiliki peran penting dalam perjuangan bangsa. ia merupakan Panglima Staf Komando Angkatan Darat (KSAD).Pada masa mempertahankan kemerdekataan Ahmad Yani beserta pasukannya berhasil memukul mundur pasukan sekutu sampai ke Ambara pada19 Oktober 1945 di Semarang.Pada tahun 1948 semasa Ahmad Yani menjabat sebagai Komandan Brigade Diponegoro, negara dirongrong oleh PKI dibeberapa kota di Jawa Tengah dan Jawa Timur. Ahmad Yani berperan dalam mengirimkan Batalyon Suryosumpeno untuk menumpas pasukan pemberontak di daerah sekitar Purwodadi dan Grobogan.Saat terjadi Agresi Militer Belanda II 19 Desember 1948. Kota Magelang, tempat kedudukan Brigade Yani, diserang Belanda dari tiga jurusan, yakni dari Yogyakarta, Ambarawa dan Punvorejo. Kota ini terkepung, tetapi Yani tidak panik. Ia memerintahkan anak buahnya membumihanguskan Magelang.Ahmad Yani dan pasukannya berhasil menumpas Gerakan DI/TII di Daerah sekitar Brebes dan Pekalongan.Ia menjadi salah satu korban dalam peristiwa G30 S/PKI."
